temperature,pressure,speed,feed_rate,humidity,pred_yield,pred_quality,pred_energy,pred_carbon,material_density,material_hardness,material_grade
284.3735997797381,9.973031635031953,523.695534816112,0.20536250024444927,29.074660918114752,0.93763267993927,0.6965454816818237,341.1300048828125,102.93506120140955,4.4904585047476795,54.7473270861869,1.9985
338.99684242257126,9.862197428006276,521.5917510697698,0.20620928734469163,29.14017531114025,0.9514269232749939,0.6888478994369507,365.87054443359375,110.40045244921377,4.4904585047476795,54.7473270861869,1.9985
167.06581658203172,1.0084202666281064,520.2563845860221,0.27190454390095276,42.840335528232536,0.7369694113731384,0.4556984007358551,181.3180694580078,54.71223964304475,4.4904585047476795,54.7473270861869,1.9985
326.2402133248565,1.261417729205101,520.3252111565203,0.2327405547547875,58.83536767258419,0.8486701250076294,0.4488949179649353,231.36358642578125,69.81333974622564,4.4904585047476795,54.7473270861869,1.9985
340.0223512894818,9.933896225633548,522.7937805208893,0.20610705262281942,39.369415795152165,0.9514269232749939,0.6848932504653931,365.5066223144531,110.2906399288547,4.4904585047476795,54.7473270861869,1.9985
339.90550382877393,9.933896225633548,518.0558961478105,0.20610705262281942,39.369415795152165,0.9514269232749939,0.6848932504653931,365.5066223144531,110.2906399288547,4.4904585047476795,54.7473270861869,1.9985
185.973745796883,6.0989535019019305,522.8205260617591,0.18058116672957583,75.80364906070011,0.8251446485519409,0.5922271609306335,267.0974426269531,80.59593471700103,4.4904585047476795,54.7473270861869,1.9985
177.37673360193958,2.0572984125190734,519.3357750931589,0.2715877826130951,42.80893196186229,0.7574262619018555,0.47564780712127686,188.85891723632812,56.98767017234857,4.4904585047476795,54.7473270861869,1.9985
306.6292470026305,7.050237854697347,521.6436927170871,0.26972836136864065,56.82842156990826,0.9278861880302429,0.6073855757713318,319.7526550292969,96.48450339647094,4.4904585047476795,54.7473270861869,1.9985
306.6292470026305,7.050237854697347,521.5504813809328,0.26972836136864065,56.82842156990826,0.9278861880302429,0.6073855757713318,319.7526550292969,96.48450339647094,4.4904585047476795,54.7473270861869,1.9985
240.76390734594258,3.9141277336371947,518.0183428921758,0.20600462057620117,39.29874403545784,0.8248107433319092,0.5156847834587097,237.08154296875,71.53871774954635,4.4904585047476795,54.7473270861869,1.9985
183.89834506998105,8.962728341622263,521.6436927170871,0.2771161858411294,41.18900245267478,0.86210697889328,0.664508044719696,330.1150817871094,99.61133779169506,4.4904585047476795,54.7473270861869,1.9985
184.09983514963224,4.728975170761938,522.9182833179779,0.2046266378431961,43.188561234461744,0.793965220451355,0.5553461909294128,237.44705200195312,71.64900911695437,4.4904585047476795,54.7473270861869,1.9985
283.84117898532384,7.28049862417184,520.2478554115631,0.2743613090842607,78.80404251872996,0.9231109023094177,0.6516711115837097,318.2884216308594,96.04267490784798,4.4904585047476795,54.7473270861869,1.9985
